speaker_id	audio	sentence	gender	gender_domain	duration
2	221111-182436_nya_394_elicit_19	mzibambo mu madziko waponya mwana mwanuna mu mwamba ndipo ayembekezera kuti mwanawo kuti atsike ndi kumugeiraso 	M	1	8.82
2	221028-132706_nya_394_elicit_26	mwamuna wokhala ndi magalasi adzuwa ndi mwamuna wovala malaya a chartreuse ndi jekete la beige amakhala patebulo 	M	1	9.82
2	221030-155230_nya_394_elicit_25	gulu la anthu oyenda m mapaketi akukwera pamakwerero amiyala m nkhalango 	M	1	8.94
2	221101-111209_nya_394_elicit_15	othamanga pa skateboard akubwera mozungulira mseu 	M	1	3.9
2	221030-140213_nya_394_elicit_42	munthu wovala malaya ofiira ndi mathalauza akuda akuyenda pansi pa phiri lokutidwa ndi chipale chofewa 	M	1	9.16
2	221111-191533_nya_394_elicit_34	magulu awiri a hockey aonetsedwa pa golo pomwa gulu loyera likuletsa gulu la buluu kuti asalowetse mpira 	M	1	10.82
2	221113-084828_nya_394_elicit_15	munthu wopaka nkhope ndi jersey ya mpira wakhala m mabulashi 	M	1	6.4
2	221026-152356_nya_394_elicit_38	anthuwa akumwa zakumwa komanso akukondwerera tsiku lobadwa 	M	1	6.6
2	221111-180028_nya_394_elicit_33	mzibambo akumba chisanu cokosa pa dziwe 	M	1	3.63
2	221030-160514_nya_394_elicit_36	zikuwoneka ngati wopanga magalasi akuwotcha galasi kuti apange china chake pomwe alendo akumbuyo amamuyang ana 	M	1	11.73
7	221025-235408_nya_b6c_elicit_5	mtsikana wovala malaya akuda ndi kabudula wakuda akudumphira m mwamba pamphepete mwa nyanja 	F	0	9.19
4	221111-225532_nya_626_elicit_13	wadazi wa masharubu oyera wavala khutu la bluetooth 	F	0	6.28
3	221114-055325_nya_626_elicit_41	osewera angapo a hockey ochokera m magulu osiyanasiyana komanso woyimbira mpira ali limodzi pa ayezi 	F	0	12.68
2	221023-174803_nya_394_elicit_34	dalaivala wa basi akweza dzanja lake kumaso kwake uku akuyendetsa mumsewu waukulu madzulo 	M	1	8.69
2	221101-131437_nya_394_elicit_8	msilikali akuyenda ndi akazi awiri ndi mwamuna wina wachikulire mumsewu umene uli ndi masamba agwa 	M	1	6.58
2	221101-131437_nya_394_elicit_5	gulu la amuna likunyamula zinyalala zakuda kudutsa m mphepete mwa nyanja pafupi ndi galimoto yonyamula katundu ndi bulldozer 	M	1	10.96
2	221113-082401_nya_394_elicit_40	galu wabulauni akuthamanga m madzi atanyamula mpira m kamwa 	M	1	6.1
3	221114-060739_nya_626_elicit_12	wosewera wina wa hockey wovala yunifolomu yofiyira wamenya wosewera wina wa hockey yunifolomu yoyera pamene onse ali pa ayezi rink 	F	0	15.31
2	221028-173712_nya_394_elicit_36	kamnyamata ka t shirt ka superman akusewera ndi chidole chokankhira pamene akuluakulu aimirira ndikuyankhula 	M	1	11.57
2	221028-145922_nya_394_elicit_25	woyendetsa njinga zamapiri amayenda m kanjira ka dothi m dera lomwe muli mitengo yambiri 	M	1	8.42
2	221101-154133_nya_394_elicit_23	mtsikana yemwe wavala diresi yakuda yowongoleredwa ndi zofiira ndi zoyera akuyenda mumsewu atanyamula chida paphewa pake komanso m manja mwake muli thumba la pulasitiki loyera 	M	1	17.02
2	221101-121530_nya_394_elicit_34	munthu wamkulu akudyetsa kamtsikana kakang ono chojambula chokulungidwa ndi burrito 	M	1	8.85
2	221101-154133_nya_394_elicit_34	bambo wina wovala yunifolomu waima pafupi ndi bambo wina yemwe wavala zovala za horro 	M	1	7.24
2	221111-190309_nya_394_elicit_30	mtsikana mu zobvala zotsambilamo ajumpa pa gombe kutsogolo kwa madzi 	M	1	6.28
3	221114-085825_nya_626_elicit_3	mnyamata wina pabwalo loyera la mafunde akudumpha pamwamba pa mafunde aakulu 	F	0	8.39
2	221113-081436_nya_394_elicit_28	munthuyu waima panja kufuna kupanga china chake ali ndi zida zake patebulo losakhalitsa ili ndipo azibambo angapo akumuyang ana 	M	1	13.04
3	221114-061605_nya_626_elicit_9	mwana wakhanda wavala malaya omwe ali ndi magalimoto ofiira atagwidwa ndi mkazi 	F	0	9.69
3	221114-054111_nya_626_elicit_10	wokwera pahatchi yabulauni wavala malaya abuluu 	F	0	4.31
2	221030-144005_nya_394_elicit_48	bambo wina wachikulire akuwolitsidwa nsapato zake pamalo ogulitsira nsapato zoyenda 	M	1	8.19
2	221026-093143_nya_394_elicit_25	goloboyi wina wa hockey yemwe wavala chikasu akuteteza chigolicho 	M	1	7.24
2	221030-101143_nya_394_elicit_38	galu wakuda amanyamula chidole choyera mkamwa mwake ndikuyenda pamtunda wa chipale chofewa 	M	1	9.87
2	221026-093143_nya_394_elicit_49	atsikana asanu ovala malaya oyera ndi masiketi opendekeka aima m kanjira komwe kuli udzu pafupi ndi madzi ambiri pamene mwamuna wovala chipewa wakhala chakumbuyo 	M	1	15.65
2	221030-142923_nya_394_elicit_16	amuna awiri onyamula zikwama akuyenda m njira yafumbi kupita ku nyumba ina yomwe ili ndi mipanda 	M	1	10.14
2	221101-121530_nya_394_elicit_35	mzere wa anyamata avala zovala za karati ndi malamba amitundu yosiyanasiyana 	M	1	7.01
2	221101-114800_nya_394_elicit_31	wokwera njinga atavala buluu ndi wachikasu akuyenda kudutsa mitengo 	M	1	5.74
2	221029-181608_nya_394_elicit_43	galu wakuda amasambira m madzi ali ndi mpira wa tennis m kamwa mwake 	M	1	7.03
2	221029-161925_nya_394_elicit_36	bambo wina wonyamula ngolo akuimitsidwa mumsewu wafumbi pamene ena awiri akuyang ana zinthu zimene zili m ngolo yake 	M	1	10.05
2	221030-173405_nya_394_elicit_43	kamnyamata kakang ono kakumwetulira ndikunyowa akuthamanga m madzi osaya atavala malaya abuluu ndi kabudula wakuda wopangidwa ndi mapangidwe 	M	1	14.02
2	221029-182929_nya_394_elicit_39	mwamuna wa mtundu wa blondi waima m nkhalango yokhomeredwa nkhwangwa paphewa 	M	1	8.08
7	221025-225254_nya_b6c_elicit_44	wosewera mpira wa basketball mu zofiira akutsutsa wosewera mpira woyera 	F	0	8.67
2	221028-135800_nya_394_elicit_39	azimayi achikulire asanu ndi mmodzi aimirira motsatana patebulo akumwetulira ndikuyang ana mabuku ndi zinthu zina zomwe zili patebulopo 	M	1	12.0
2	221022-150736_nya_394_elicit_47	anyamata ndi atsikana a ku asia akudumpha kutsogolo kwa mitengo ya totem 	M	1	7.3
2	221021-231334_nya_394_elicit_22	pali anthu atayima ndi atakhala pambali pa matenti oyera omwe ali ndi nkhope zachisoni komanso zachisoni akuyang ana matabwa ndi zinyalala zomwe zamwazika m derali 	M	1	16.99
2	221029-181608_nya_394_elicit_15	mwamuna wavala chipewa chotuwa wanyamula chida cham manja pamwamba pa chitsulo cha dzimbiri 	M	1	8.57
3	221114-060739_nya_626_elicit_0	gulu la anyamata achichepere aima pamodzi atatsegula pakamwa 	F	0	8.08
2	221026-135935_nya_394_elicit_37	pamene anthu ena amayang ana m nkhokwe ena amayenda pa mlatho ndipo ena akusangalala ndi kuzizira m madzi a m mphepete mwa nyanja 	M	1	10.91
2	221028-145922_nya_394_elicit_28	kamtsikana kakang ono kovala chisoti chabuluu akuyika nkhope yake pahatchi yabulauni 	M	1	9.62
7	221025-232508_nya_b6c_elicit_31	amayi awiri ndi amuna awiri akujambula chithunzi cha kamera 	F	0	6.78
2	221026-102358_nya_394_elicit_48	wosewera mpira wa basketball mu mzere woyera akugwedeza mpira pabwalo 	M	1	7.51
2	221022-142238_nya_394_elicit_47	mtsikana mu sweti ya buluu yokhala ndi chitsanzo choyera akudumphira mulu wa masamba 	M	1	7.53
2	221030-141802_nya_394_elicit_19	wachikulire wovala zingwe amakwera pamalo amiyala 	M	1	4.92
2	221030-015318_nya_394_elicit_17	amuna ovala malaya ofiira ndi mathalauza akuda akulankhula ndi mtsikana yemwe ali ndi foda yabuluu 	M	1	9.16
2	221101-144049_nya_394_elicit_15	anthu atatu adawona akusewera tenisi ndi ngolo yogula yodzaza ndi mipira ya tennis 	M	1	8.28
2	221030-130510_nya_394_elicit_5	owomba akukwiya amatulutsa zolemba zake pa zida zoimbira pamene amasewera pa siteji 	M	1	8.14
2	221030-142923_nya_394_elicit_30	mwamuna wovala chipewa chakuda atayima kutsogolo kwa khoma la njerwa ndi chizindikiro 	M	1	7.05
2	221030-135047_nya_394_elicit_16	anyamata awiri ndi mwana wamng ono kukhala ndi nthawi yabwino mwinamwake kujambula zithunzi 	M	1	8.23
2	221029-125840_nya_394_elicit_16	mnyamata wina yemwe wavala malaya abuluu akusewera pagitala 	M	1	6.08
2	221029-163752_nya_394_elicit_22	mwamuna ndi mkazi onse akukankha ma stroller okhala ndi ana amaimitsidwa ndikuyang anizana 	M	1	10.32
2	221113-092355_nya_394_elicit_43	mwana wamng ono wovala juzi labulauni akuthamanga m njira pafupi ndi udzu 	M	1	8.78
2	221028-175312_nya_394_elicit_46	mwamuna wina wovala suti ya buluu akuyenda kutsogolo kwa oimba a kwaya ovala zobiriwira 	M	1	7.69
2	221101-114800_nya_394_elicit_1	khamu la anthu ovala malaya alalanje akuyang ana moto wamoto ukukwera m mwamba pabwalo la ndege 	M	1	8.03
3	221114-081628_nya_626_elicit_31	mwamuna wavala zakuda ndi zoyera akuyang ana zomwe mkazi wamvi ndi woyera wagwira 	F	0	8.71
2	221029-174228_nya_394_elicit_10	bambo atavala chipewa cha mpira chakumbuyo ndi nsapato za skate ali panjinga yaing ono ndipo akuchita masewera olimbitsa thupi pamalo ochitira masewera olimbitsa thupi 	M	1	13.75
2	221028-151132_nya_394_elicit_32	mtsikana wovala chovala chachifupi chamaluwa osindikizira ndi wotchi ali ndi maikolofoni ndipo akuwoneka akulankhula kapena kuyimba kwa mwamuna yemwe ali ndi malaya amasewera malaya alalanje ndi chipewa pa yemwe akusewera gitala 	M	1	19.9
2	221021-224449_nya_394_elicit_33	mayi wina atanyamula chikwama paphewa akugwirana chanza ndi munthu wovala jinzi lotayirira akuyenda m mbali mwa mitengo kupita ku chikwangwani chofiira 	M	1	14.52
2	221030-125341_nya_394_elicit_6	mwana wamwamuna akusefukira mumsewu atavala malaya amizeremizere yoyera ndi thalauza lakuda 	M	1	8.85
2	221028-145922_nya_394_elicit_8	mayi wina atavala cardigan yonyezimira ndi mpango wonyezimira komanso magalasi adzuwa kumutu kwake 	M	1	11.71
3	221114-082649_nya_626_elicit_22	mnyamata wovala malaya ofiira atavala mahedifoni waima kutsogolo kwa khichini yomangika 	F	0	8.33
2	221028-181315_nya_394_elicit_23	mnyamata yemwe wavala ma skate okhala ndi chipewa choyera ali panjanji yachikasu 	M	1	7.71
2	221101-175728_nya_394_elicit_42	akuluakulu awiri ndi ana awiri akukwera njinga mumsewu 	M	1	4.47
4	221112-004306_nya_626_elicit_34	mwana wamng ono wanyamula mtanga wa mazira a isitala amitundu yowala bwino ndipo akutola lapinki paudzu 	F	0	15.77
3	221114-061605_nya_626_elicit_28	amuna awiri ovala oyera onse agwada pansi gitala lolira 	F	0	6.92
2	221101-142343_nya_394_elicit_7	munthu wa imvi atavala imvi kwathunthu wagona pamitengo ya benchi ya paki 	M	1	8.23
2	221029-165214_nya_394_elicit_33	anthu awiri omwe ali ndi parachuti imodzi akudumphira mumlengalenga atavala zodumphira zoyera ndi zalalanje 	M	1	8.8
2	221028-145922_nya_394_elicit_4	kagalu kakang ono ka bulauni akuthamanga m munda wa clover ndi chinthu choyera m kamwa mwake 	M	1	8.76
2	221101-142343_nya_394_elicit_24	mnyamata yemwe wavala malaya achikasu mathalauza a khaki ndi nsapato za blue ndi zachikasu akumenya mpira pakhoma ndi racket ya tenisi 	M	1	10.73
2	221026-143340_nya_394_elicit_7	kamwana kakang ono ka malaya alalanje akufikira dzanja lake mpaka kumaso kwa mwamuna atamugwira ndi mutu wake kumbuyo 	M	1	11.98
2	221029-174228_nya_394_elicit_19	mkazi wovala bikini walalanje akusisita kumbuyo kwa mwamuna wandevu 	M	1	5.79
4	221111-222234_nya_626_elicit_13	azimayi angapo amitundu ya pastel amaima pamzere wina atanyamula mwana pamapewa ake 	F	0	8.92
2	221101-103229_nya_394_elicit_29	amuna atatu ovala zipewa zotetezera chitetezo ma vest achikaso ndi mathalauza ofiira amakhala pamipando ya kapinga mozungulira nyumba ya mchenga 	M	1	13.93
2	221101-181423_nya_394_elicit_48	gulu la anthu a ku asia omwe ali ndi madengu a zokolola akuyenda pamsika wa ndiwo zamasamba 	M	1	12.27
2	221030-123234_nya_394_elicit_2	mkulu wa magalasi akudyetsa mwana wakhanda ndi botolo laling ono 	M	1	5.76
2	221111-183608_nya_394_elicit_22	munthu wina wa pa ulalo wautali ndipo kuli maonekedwe amakumbi abuluu 	M	1	7.08
2	221030-171304_nya_394_elicit_4	bambo wina ali m mlengalenga atagwira msana wake wa munthu wina wowerama 	M	1	6.76
2	221101-131437_nya_394_elicit_35	agalu anayi mozungulira pa udzu chapatali ndi galu wakuda pa udzu kutsogolo 	M	1	7.17
2	221101-181423_nya_394_elicit_26	wothandizira a obama biden asangalalira woyimira purezidenti ndi mnzake womuyimira 	M	1	11.37
2	221101-121530_nya_394_elicit_18	wosambira panyanja akungoyenda pamlengalenga akukwera mafunde 	M	1	5.58
2	221111-182436_nya_394_elicit_7	mnyamata wakala pa dekisi kenaka yakula pa phone ndi mabuku ali ponse ponse 	M	1	7.15
2	221101-112237_nya_394_elicit_18	wokwera njinga pamwamba pa phiri losazama amayesa chinyengo pafupi ndi khomo ndi malo a udzu 	M	1	9.71
2	221029-184356_nya_394_elicit_10	mwamuna wachikulire wovala malaya amizeremizere yofiira ndi yoyera akufotokoza maganizo ake kwa amuna awiri ovala malaya akuda pamene ena akuwayang ana 	M	1	12.41
3	221114-065237_nya_626_elicit_10	mayi watsitsi lakuda akukweza mwendo wake pa chopondera pothandizira mayi winayo kuvala mkanda wake 	F	0	17.81
2	221113-075005_nya_394_elicit_3	kamnyamata kakang ono kakuletsa mpira kuti usapite ku goli 	M	1	5.94
2	221028-173712_nya_394_elicit_17	kamwana kakhala kakusewera ndi zokongoletsa m munda wawung ono 	M	1	7.3
2	221029-175401_nya_394_elicit_17	uku ndi kuyandikira kwa mnyamata wamng ono wowoneka wosalakwa yemwe ali ndi tsitsi logwedezeka yemwe akugwira ndi manja onse awiri zomwe zimawoneka ngati mpira wa pulasitiki wobiriwira ndi walalanje wokhala ndi mapangidwe agulugufe pamene dzuwa limamuwalira kuchokera kumanja kwake 	M	1	26.41
3	221114-090743_nya_626_elicit_31	mayi wina wovala jinzi ya buluu ndi malaya a creme akuyenda mumsewu atanyamula khasu kudzanja lake lamanja ndi magolovesi kudzanja lake lamanzere 	F	0	14.16
2	221101-141218_nya_394_elicit_41	mtsikana wovala malaya abulauni ndi magalasi waima pa kauntala ya zodzikongoletsera 	M	1	7.08
4	221112-005507_nya_626_elicit_22	bambo wina wokalamba wovala malaya akuda akudula nkhuni pogwiritsa ntchito macheka amagetsi 	F	0	11.34
2	221113-090125_nya_394_elicit_41	bambo wina wazaka zapakati atavala jekete la beige atakhala pa benchi ya paki atanyamula ambulera yake pamene anthu akuyenda 	M	1	12.23
2	221029-190025_nya_394_elicit_29	antchito asanu osamukira m mafamu m munda wa chinanazi akuthyola ndi kuvula chophimba chakunja chaananazi omwe angowatchera kenaka n kuwaika pa lamba wonyamula katundu 	M	1	23.93
2	221030-133842_nya_394_elicit_43	wokwera pa snowboard mu jekete yofiira akuwuluka mlengalenga pamwamba pa phiri la matalala ndipo pafupi ndi chizindikiro chofiira ndi choyera 	M	1	10.8
3	221114-062550_nya_626_elicit_32	mwamuna yemwe ali ndi malaya a logo ya monster akusewera mafunde 	F	0	5.79
2	221026-135935_nya_394_elicit_40	amuna awiri ali m mwamba akumenyana m bwalo lomenyerapo akatswiri 	M	1	8.92
2	221111-181340_nya_394_elicit_49	mzibambo wamalaya akuda konse agoponya mpira pansi kupita pakati pa makhomo ampira 	M	1	9.12
2	221029-161925_nya_394_elicit_39	mayi wina wovala malaya apinki akulankhula ndi mwamuna wovala malaya akuda ndi mawu akuti groom kutsogolo 	M	1	8.96
2	221113-090125_nya_394_elicit_7	ana aang ono awiri akuyenda m paki 	M	1	3.04
3	221114-082649_nya_626_elicit_7	anyamata atatu m modzi wanyamula kamera ndipo wina wanyamula chidole chobiriwira onse avala t shirt ndikumwetulira 	F	0	11.21
2	221030-103809_nya_394_elicit_35	gulu la ana akuzungulira ndi pet woyera galu ndi buluu kolala pa udzu 	M	1	7.58
2	221112-185920_nya_394_elicit_21	mzibambo wamalaya ofiira ndi magalasi wa weramila pansi pafupi ndi kagalu kang ono kali mabulangete yamaonekedwe ambiri za nyama 	M	1	12.41
2	221029-175401_nya_394_elicit_12	mayi wina ndi amuna awiri akuyenda pansi pa phiri pamphepete mwa nyanja yamchenga 	M	1	6.22
3	221114-053225_nya_626_elicit_12	kuwonekera kawiri kwa khanda loseka lomwe lili ndi tsitsi lopindika lofiirira komanso nsalu yotchinga yamaluwa 	F	0	15.11
7	221025-232508_nya_b6c_elicit_43	pali gulu la anthu ovala malaya achisanu akusonkhana kutsogolo kwa nyumba yayikulu 	F	0	9.07
2	221101-141218_nya_394_elicit_28	bambo wina wovala kabudula komanso nsonga ya thanki yalalanje akumenya mpira waukulu kwambiri wofiira ndi anthu omuzungulira 	M	1	11.12
2	221026-111146_nya_394_elicit_25	pali mayi wina amene wakhala pamalo onyezimira kwambiri mutu wake utaweramira pang ono ndipo anthu ena atakhala pamalo omwewo 	M	1	11.53
2	221101-122816_nya_394_elicit_32	munthu m modzi wakuda ndi m modzi wa ku caucasian ali kutsogolo kwa gulu la othamanga ambiri aku asia onse ovala akabudula nsapato zothamanga ndi mapepala ojambulira manambala 	M	1	15.22
2	221030-161731_nya_394_elicit_48	alongo akudikirira chakudya chawo chamadzulo kuti aperekedwe kumalo odyera kwinaku akumvetsera nyimbo zamoyo 	M	1	11.3
2	221029-174228_nya_394_elicit_46	mwamuna ndi mkazi aliyense atavala malaya oyera akuyenda m mbali mwa msewu uku akucheza ndi mafoni awo 	M	1	8.64
4	221111-222234_nya_626_elicit_7	bambo wina amene ali ndi chakumwa cham chitini waima pansi pa mathithi 	F	0	7.3
4	221111-214633_nya_626_elicit_23	woyenda pa skateboard wovala t shirt yakuda ndi mathalauza akuda ali kutsogolo kwa nyumba ya njerwa zofiira 	F	0	9.41
2	221022-142238_nya_394_elicit_27	galu akumira m madzi 	M	1	2.15
2	221028-162153_nya_394_elicit_40	mkazi amene amaoneka ngati wophunzira amaseka chinthu chimene mwamuna wake amaoneka kuti sichimamusangalatsa 	M	1	10.44
2	221101-142343_nya_394_elicit_25	kuwona msewu wafumbi wokhala ndi njinga yamoto ikuyendetsa kutali ndipo anthu atayima panja 	M	1	8.28
2	221023-170816_nya_394_elicit_33	amuna awiri ovala zipewa zofiira akuphika ndikugawira chakudya chowotcha m bwato 	M	1	8.69
2	221030-123234_nya_394_elicit_25	ana atatu omwe ali ndi zowawa za nyama panja panja 	M	1	4.7
2	221113-091210_nya_394_elicit_21	bambo wokalamba wa ndevu zotuwa komanso chipewa choyera akukonza pamtengo wa telefoni 	M	1	8.12
2	221030-133842_nya_394_elicit_27	bambo wina anaika chitini chake chofiira cha petulo ndi jenereta kuti alankhule ndi bambo amene ananyamula penti yaikulu 	M	1	12.79
2	221029-180426_nya_394_elicit_42	mtsikana wina wovala zovala zosambira waima m madzi opoperapo njinga kumbuyo kwake 	M	1	8.53
3	221114-090743_nya_626_elicit_14	anthu angapo ogwira ntchito yomanga m mafakitale akuwoneka kuti akuyesera kuyika china chake pa crane 	F	0	12.75
2	221030-144005_nya_394_elicit_5	mayi akupuma ku nsomba akukhala pansi ndi okondedwa ake mutu paphewa pamene ana aang ono atatu ndi mwamuna akuyang ana kumwamba 	M	1	12.34
2	221026-113140_nya_394_elicit_14	mnyamata wina wovala zovala zogonera za khrisimasi akuvundukula mphatso ndi kusewera ndi mphatso zina pamene achibale ake akumuyang ana 	M	1	10.5
2	221030-133842_nya_394_elicit_32	mwamuna ndi ana awiri m modzi akuloza kamera ali ndi matumba akuluakulu apulasitiki owoneka bwino odzaza ndi matumba ang onoang ono a popcorn ngati zokhwasula khwasula 	M	1	15.29
2	221112-185920_nya_394_elicit_29	mzibambo wa maonekedwe acipaka ca kawalidwe kozimilira adula zinthu pamwamba pautala pafupi ndi chitofu 	M	1	11.39
3	221114-073420_nya_626_elicit_15	pamalo omanga a nsanjika zambiri antchito angapo ovala malaya ofiira amatsamira njanji zosakhalitsa ndikupumula 	F	0	19.67
2	221111-192914_nya_394_elicit_9	galu waufufu ayetsetsa kuziyumika pakuzikuthumula madzi yeka patupi 	M	1	9.41
2	221030-114647_nya_394_elicit_39	mayi wakuda akuyang anira kamwana kakang ono koyera m dzenje lodzaza ndi mipira yapulasitiki 	M	1	11.48
2	221113-092355_nya_394_elicit_22	mnyamata wovala chipewa wayima m kati mwa zingwe zozungulira mozungulira mtengo 	M	1	7.46
2	221030-095301_nya_394_elicit_3	galu wina woyera ndi wofiirira akuthamangitsa galu wina woyera ndi wabulauni yemwe ali ndi chidole mkamwa mwake 	M	1	12.27
2	221029-170522_nya_394_elicit_16	bambo wina ali m chipinda chokongoletsera ndi matabwa akuyima ndikuyimba chida chachilendo chozungulira kwinaku akutsagana ndi gulu lamphepo lopangidwa ndi achinyamata omwe akhala kumbuyo kwake 	M	1	17.97
2	221029-161925_nya_394_elicit_13	mayi wina wachikulire akugawira mkate kwa mwamuna ndi mkazi atavala ma t shirt abuluu komanso mathalauza abulauni 	M	1	10.46
2	221029-181608_nya_394_elicit_45	galu wabulauni akutafuna fupa lomwe lili ndi chilombo pansi pake 	M	1	5.63
2	221028-151132_nya_394_elicit_33	mwamuna wovala zopakapaka wanyamula gitala ndi harmonica waima kutsogolo kwa maikolofoni 	M	1	8.78
2	221026-143340_nya_394_elicit_45	kamnyamata kakang ono ka malaya oyera ndi tayi yamizeremizere yofiira ali ndi dzanja pachitseko ndipo pambali pa chitseko pali nsapato zingapo 	M	1	14.02
2	221029-190025_nya_394_elicit_30	bambo wina wovala jekete lakuda ndi thalauza waima m malo obiriwira obiriwira atatulutsa manja ake 	M	1	10.3
7	221025-231255_nya_b6c_elicit_13	wothamanga pa skier amakwera pamwamba pa phiri lokutidwa ndi chipale chofewa 	F	0	9.39
4	221112-005507_nya_626_elicit_2	bambo wina atanyamula msana paphewa lake ndipo ananyamula ndodo ndi manja awiri akudutsa m madzi a mumtsinje wamatope 	F	0	12.3
2	221029-154453_nya_394_elicit_22	woponya mpira wovala yunifolomu ya buluu yofiira ndi yoyera ali pafupi kuponya mpira 	M	1	7.49
2	221029-181608_nya_394_elicit_0	mnyamata ali panja akuyandikira galu yemwe ali ndi frisbee m kamwa mwake 	M	1	6.62
2	221029-182929_nya_394_elicit_30	mtsikana wosakwatiwa waima pabwalo lopanda kanthu akuyang ana nyumba zazikulu za mumzinda wa kutsidya lina la mtsinje 	M	1	11.93
2	221030-133842_nya_394_elicit_30	pali anthu atatu atayima mu gawo lazogulitsa m sitolo 	M	1	5.29
2	221101-112237_nya_394_elicit_11	oimba oimba ovala zovala zakuda atanyamula magitala ndi violin pamene akuimbira gulu la anthu 	M	1	7.89
2	221030-133842_nya_394_elicit_35	mwamuna wina wachikulire wovala thukuta lofiira akuima kutsogolo kwa gulu la ana atakhala pa mabenchi kutsogolo kwake 	M	1	12.02
3	221114-061605_nya_626_elicit_10	munthu wovala mathalauza alalanje akuchita zamatsenga pa snowboard pomwe munthu wovala kapu yachikasu amawonera 	F	0	11.8
3	221114-073420_nya_626_elicit_9	labu yachikasu imatsika slide pamene mayi wovala juzi yofiira ndi mwana wovala malaya akuda akusewera ndi galu wabulauni 	F	0	13.27
2	221030-123234_nya_394_elicit_16	woyimba wadazi wovala malaya akuda akuyimba gitala pa siteji 	M	1	6.6
7	221026-000800_nya_b6c_elicit_3	mayi wachikulire atakhala patebulo m nyumba yodyeramo atanyamula galasi 	F	0	7.53
2	221028-152630_nya_394_elicit_20	atsikana awiri akumenyana yunifolomu ya karati 	M	1	4.33
2	221111-183608_nya_394_elicit_32	gulu la anthu kumi ndi umodzi muzobvala za nthawi ya chisanu ngati ma benizi ma jakete otuma magalavisi ndi zikwama zopapa aimirira mu chisanu pochoka mopalasa mu nyumba yopangidwa ndi mabuloko achisanu pomwe munth ali patsogolo pa komo akuwasogolera 	M	1	26.32
2	221030-163139_nya_394_elicit_49	mnyamata wina wovala malaya ansalu thalauza labuluu woderapo ndi chikwama chachikulu chofiira akuyenda m kanjira ka njerwa pafupi ndi khoma la njerwa lopaka utoto wowala 	M	1	16.02
2	221028-153920_nya_394_elicit_30	atsikana atatu ablond ovala malaya akuda ndi mathalauza akusewera zida zamkuwa kuseri kwa choyimba nyimbo 	M	1	10.82
2	221111-182436_nya_394_elicit_16	mtsikana wa tsitsi lofiira wagwira botolo ndipo wabvala malaya osambila amaluwa a buluu ndi gilini pa bwato 	M	1	8.71
2	221030-160514_nya_394_elicit_20	mwamuna amakhala yekha ndi magolovesi pa tebulo lofiira lomwe limakhala ndi kiyibodi ndi zipangizo zambiri pamwamba pake 	M	1	13.09
2	221022-150736_nya_394_elicit_24	mnyamata wina wovala pinki ndi wina wovala zakuda atakhala ndikuyankhula mmodzi wa iwo akumwa chinachake 	M	1	9.41
2	221030-130510_nya_394_elicit_8	mwamunayo amakhala ndi makutu a chimanga m manja mwake akapita m munda wa chimanga 	M	1	7.3
2	221029-125840_nya_394_elicit_24	nyama yaubweya wamtundu wa bulauni imaima pafupi ndi khoma ndi kutsogolo kwa gulu la wachichepere wokhala ndi chipewa chowoneka bwino 	M	1	13.34
2	221101-141218_nya_394_elicit_19	galu akuzungulira ngodya ndi mchira wake mmwamba atatuluka mu chubu chachikasu ndi lalanje 	M	1	10.37
2	221028-131629_nya_394_elicit_46	munthu wovala nsapato ataima pafupi ndi makina amisiri 	M	1	6.03
2	221028-171512_nya_394_elicit_19	mtsikana wovala malaya ofiira atanyamula mtsikana wovala malaya abuluu atagwira padenga la khoma ndi dzanja limodzi 	M	1	9.71
2	221030-160514_nya_394_elicit_3	gululi likuchita masewera olimbitsa thupi masewerawa asanachitike 	M	1	7.35
3	221114-072554_nya_626_elicit_13	bambo wovala malaya abuluu amikono afupiafupi komanso atanyamula chikwama cha buluu akuyenda pa chipale chofewa akuyenda pa chipale chofewa pamodzi ndi mayi wina wovala malaya abuluu amikono yayitali komanso thalauza lakuda pogwiritsa ntchito ndodo zoyendera matalala 	F	0	29.13
2	221030-115956_nya_394_elicit_9	kamtsikana kakang ono kovala chipewa chapinki chafloppy ajambula chithunzi ndi kamera yayikulu 	M	1	8.01
2	221101-142343_nya_394_elicit_33	bambo wina wazaka zapakati akumeta ndevu m chipinda chokhala ndi makoma oyera omwe samawoneka ngati bafa 	M	1	10.01
2	221030-164539_nya_394_elicit_48	mzere wa magalimoto anayimitsidwa panja pa msewu wamdima wa mzinda 	M	1	8.48
7	221026-002221_nya_b6c_elicit_17	munthu woyaka moto amathamangira kumanzere ndipo anthu ena awiri akuyang anizana naye 	F	0	12.36
2	221029-125840_nya_394_elicit_10	mnyamata wovala zovala zakuda wagona pansi mutu wake uli pachifuwa cha munthu wachikulire wovala wamba 	M	1	9.78
2	221029-161925_nya_394_elicit_31	munthu akuyenda chapatali pakhoma lalikulu lomangidwa ndi midadada ikuluikulu 	M	1	7.8
2	221101-131437_nya_394_elicit_45	anthu awiri anyamula chikwama cha zinyalala kukonzekera kunyamula zinyalala pomwe munthu wachitatu akuyang ana chikwama cha kamera 	M	1	11.55
2	221113-084828_nya_394_elicit_14	anthu awiri ovala malaya amvula obiriwira amakhala m mabulashi abuluu omwe alibe kanthu 	M	1	8.12
